Platform,Type,Title,SKU,Categories,Price,In Stock,Images,Description
HawkEyeTheRapper,music,Incantations,HAWK-FD-01,digital > Single,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-01/HAWK-FD-01_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-01/HAWK-FD-01_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-01/HAWK-FD-01_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-01/HAWK-FD-01_alt.png,"Digital download of ""Incantations"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Mind Kontrol,HAWK-FD-02,digital > Single,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-02/HAWK-FD-02_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-02/HAWK-FD-02_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-02/HAWK-FD-02_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-02/HAWK-FD-02_alt.png,"Digital download of ""Mind Kontrol"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Psyops,HAWK-FD-03,digital > Single,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_alt.png,"Digital download of ""Psyops"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Will You Listen,HAWK-FD-03,digital > Single,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-03/HAWK-FD-03_alt.png,"Digital download of ""Will You Listen"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,The Game,HAWK-FD-04,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-04/HAWK-FD-04_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-04/HAWK-FD-04_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-04/HAWK-FD-04_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-04/HAWK-FD-04_alt.png,"Digital download of ""Game"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,The Devil's In The Details,HAWK-FD-05,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-05/HAWK-FD-05_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-05/HAWK-FD-05_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-05/HAWK-FD-05_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-05/HAWK-FD-05_alt.png,"Digital download of ""Devil S In The Details"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Never Heard Of Me,HAWK-FD-06,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-06/HAWK-FD-06_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-06/HAWK-FD-06_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-06/HAWK-FD-06_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-06/HAWK-FD-06_alt.png,"Digital download of ""Never Heard Of Me"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Relentless,HAWK-FD-07,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-07/HAWK-FD-07_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-07/HAWK-FD-07_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-07/HAWK-FD-07_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-07/HAWK-FD-07_alt.png,"Digital download of ""Relentless"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Synthesis,HAWK-FD-08,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-08/HAWK-FD-08_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-08/HAWK-FD-08_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-08/HAWK-FD-08_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-08/HAWK-FD-08_alt.png,"Digital download of ""Synthesis"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Spiteful Poetry,HAWK-FD-09,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-09/HAWK-FD-09_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-09/HAWK-FD-09_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-09/HAWK-FD-09_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-09/HAWK-FD-09_alt.png,"Digital download of ""Spiteful Poetry"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Krystal Klear,HAWK-FD-10,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-10/HAWK-FD-10_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-10/HAWK-FD-10_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-10/HAWK-FD-10_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-10/HAWK-FD-10_alt.png,"Digital download of ""Krystal Klear"" by Hawk Eye The Rapper."
HawkEyeTheRapper,music,Invokation,HAWK-FD-11,digital > Shadow Banned,0.69,1,https://assets.omniversalmedia.org/src/images/HAWK-FD-11/HAWK-FD-11_front.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-11/HAWK-FD-11_back.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-11/HAWK-FD-11_side.png, https://assets.omniversalmedia.org/src/images/HAWK-FD-11/HAWK-FD-11_alt.png,"Digital download of ""Invokation"" by Hawk Eye The Rapper."
